,AT,V,AP,RH,PE
5916,10.67,45.0,1022.99,85.91,481.83
5917,22.44,58.16,1017.28,63.68,452.71
5918,17.81,45.0,1022.32,43.84,471.0
5919,20.85,48.7,1007.11,87.2,449.57
5920,18.34,62.1,1020.52,78.6,453.01
5921,29.6,71.14,1011.46,52.69,430.55
5922,9.68,38.16,1015.54,79.67,475.51
5923,28.69,73.18,1012.23,68.57,431.36
5924,24.47,57.85,1013.05,66.34,445.37
5925,19.6,48.14,1013.18,68.71,456.57
5926,17.57,62.1,1019.51,86.14,453.3
5927,26.21,56.85,1011.45,41.37,439.55
5928,8.68,41.82,1032.83,73.62,478.61
5929,24.94,62.96,1019.76,58.44,443.48
5930,20.58,50.78,1008.87,91.18,445.03
5931,17.79,40.12,1012.74,79.03,459.13
5932,22.71,48.06,1012.82,67.81,445.1
5933,25.53,59.57,1010.65,82.04,445.59
5934,26.7,49.02,1007.68,67.97,438.92
5935,27.43,63.87,1017.6,43.33,442.71
5936,30.26,71.77,1006.24,58.98,429.27
5937,29.08,67.07,1005.73,57.18,435.57
5938,22.64,62.44,1011.82,75.07,448.13
5939,23.75,68.51,1013.21,76.01,441.61
5940,15.6,43.71,1024.88,80.37,463.34
5941,28.55,66.51,1015.46,34.04,432.59
5942,29.86,59.57,1011.24,64.02,439.44
5943,15.63,37.87,1020.4,74.77,465.28
5944,7.79,42.03,1017.74,91.48,477.26
5945,30.06,69.14,1007.5,72.48,436.89
5946,10.12,38.38,1018.22,85.93,477.73
5947,10.86,44.85,1014.15,88.36,476.87
5948,26.37,70.79,1005.31,77.3,428.5
5949,23.05,65.94,1010.99,69.73,442.39
5950,25.89,48.41,1008.59,65.38,442.12
5951,22.77,69.84,1005.75,84.26,436.75
5952,21.5,44.58,1016.87,57.58,460.2
5953,11.01,40.22,1011.13,83.09,476.69
5954,13.53,42.86,1014.0,90.63,471.73
5955,25.91,75.6,1018.23,62.65,443.2
5956,13.93,42.86,1032.37,71.11,468.88
5957,9.96,41.55,1002.59,65.86,475.91
5958,18.25,60.1,1009.72,90.15,456.25
5959,22.59,66.54,1005.11,92.62,436.69
5960,24.99,48.92,1010.03,41.26,443.12
5961,23.78,58.86,1015.7,62.95,443.79
5962,10.31,42.49,1009.43,78.36,479.64
5963,15.25,52.9,1014.86,76.87,463.93
5964,22.49,61.27,1019.6,57.1,448.51
5965,14.04,44.21,1021.93,86.12,468.64
5966,20.65,48.41,1008.38,91.02,447.35
5967,24.79,75.6,1017.07,68.23,440.05
5968,19.7,54.42,1011.83,89.86,450.48
5969,15.48,41.66,1009.55,66.74,467.06
5970,11.09,41.58,1020.99,91.09,464.81
5971,27.22,69.04,1008.89,70.62,440.85
5972,26.64,62.44,1011.81,72.46,438.67
5973,15.21,35.4,1016.31,58.26,468.18
5974,31.85,73.21,1000.98,72.2,435.94
5975,12.54,41.62,1010.86,83.42,461.08
5976,14.17,42.99,1007.38,78.88,470.68
5977,11.48,41.14,1027.67,90.5,464.07
5978,14.87,41.2,1016.27,70.51,467.01
5979,29.5,72.86,1004.63,52.17,439.43
5980,25.77,63.31,1012.76,65.98,439.98
5981,25.99,71.32,1007.17,83.23,432.41
5982,18.8,44.71,1016.56,31.29,459.85
5983,21.23,61.5,1008.98,82.14,450.92
5984,25.09,65.38,1009.99,54.28,453.58
5985,23.54,70.32,1010.89,80.76,434.45
5986,13.71,43.41,1015.45,69.26,466.06
5987,12.6,40.35,1011.89,80.88,475.42
5988,21.19,52.3,1008.24,79.19,447.06
5989,25.21,51.43,1006.43,78.55,439.01
5990,25.87,63.47,1011.54,65.45,445.87
5991,29.48,73.21,1000.67,79.35,433.53
5992,11.62,41.54,1019.94,66.43,477.75
5993,14.57,25.88,1008.92,69.16,464.11
5994,9.73,41.01,1021.76,97.71,469.11
5995,24.25,50.78,1008.82,60.55,443.8
5996,19.44,60.07,1014.8,69.06,452.89
5997,13.32,44.2,1020.02,78.78,465.57
5998,30.57,69.82,1009.86,52.94,437.62
5999,26.88,79.74,1006.54,93.7,434.77
6000,13.93,40.24,1017.88,88.35,469.25
6001,28.56,65.27,1013.28,49.95,437.45
6002,27.26,66.56,1007.83,60.95,434.88
6003,12.68,41.16,1020.09,83.32,464.93
6004,17.03,58.49,1011.91,92.16,460.48
6005,16.66,36.71,1013.68,70.66,466.07
6006,14.07,42.86,1032.16,71.53,467.47
6007,12.41,45.87,1004.78,80.02,468.14
6008,6.06,41.17,1019.67,84.7,489.62
6009,7.79,41.16,1023.17,97.11,471.82
6010,26.8,72.58,1009.22,89.03,431.18
6011,14.68,58.2,1018.5,83.3,458.51
6012,27.3,56.85,1011.66,36.09,440.01
6013,8.99,36.3,1027.08,73.98,478.95
6014,21.39,51.3,1013.39,89.05,452.7
6015,27.37,76.2,1006.03,67.07,435.64
6016,25.02,50.78,1008.79,63.06,444.7
6017,6.8,41.16,1023.17,95.4,477.8
6018,11.01,40.05,1015.46,89.22,474.2
6019,27.91,64.79,1017.7,48.29,440.53
6020,16.52,42.24,1017.51,67.65,469.13
6021,29.23,69.59,1009.0,71.41,437.95
6022,25.91,68.08,1010.92,74.25,432.07
6023,15.55,40.66,1016.21,88.5,457.53
6024,32.67,67.83,1007.81,42.16,425.75
6025,11.1,40.92,1021.98,94.14,462.07
6026,21.89,45.38,1014.42,68.95,459.45
6027,32.48,69.75,1009.05,40.47,438.17
6028,9.99,43.52,1022.95,99.67,473.64
6029,18.87,62.96,1020.55,82.87,455.22
6030,20.77,52.05,1012.22,45.61,455.02
6031,6.61,38.68,1017.5,63.88,483.88
6032,31.53,70.94,1007.11,50.04,431.84
6033,12.93,43.13,1014.91,55.7,474.88
6034,12.38,43.52,1022.98,100.0,467.55
6035,32.2,69.68,1012.12,42.47,437.35
6036,7.65,40.67,1020.14,72.37,491.1
6037,15.51,36.71,1014.05,72.92,465.85
6038,13.26,41.74,1021.89,63.32,473.44
6039,21.16,78.11,1006.73,78.11,435.71
6040,21.61,64.63,1020.86,69.73,451.02
6041,13.95,41.49,1019.95,86.46,465.24
6042,27.97,68.31,1010.64,55.91,443.34
6043,26.63,64.44,1012.66,61.19,442.0
6044,24.2,63.21,1012.25,79.86,449.03
6045,8.23,43.79,1016.11,82.11,484.67
6046,21.06,62.91,1011.92,75.52,455.22
6047,16.02,44.9,1009.3,82.62,455.48
6048,23.15,66.48,1003.71,76.0,435.62
6049,24.44,69.13,1011.1,87.62,434.34
6050,26.19,49.3,1003.69,65.88,440.13
6051,20.09,63.94,1020.82,74.16,449.47
6052,26.71,70.4,1007.59,82.63,432.64
6053,10.63,37.5,1008.93,98.14,474.81
6054,26.14,71.98,1005.98,82.45,428.91
6055,25.9,59.54,1007.3,78.38,439.36
6056,15.93,52.75,1024.57,58.71,457.92
6057,13.09,43.02,1013.17,46.73,470.14
6058,21.47,60.77,1018.06,85.73,444.02
6059,13.57,42.99,1007.51,88.95,472.04
6060,22.32,64.27,1014.35,82.98,446.62
6061,22.08,41.54,1014.21,73.73,458.74
6062,32.13,74.34,1003.34,56.39,436.3
6063,18.32,42.28,1007.86,45.62,460.27
6064,10.18,35.76,1019.71,66.7,473.31
6065,23.07,69.23,1011.78,76.06,437.08
6066,15.16,50.88,1013.88,100.11,460.03
6067,12.24,41.2,1012.48,89.85,473.22
6068,31.04,68.31,1010.54,42.74,441.56
6069,32.34,74.99,1002.77,42.83,433.07
6070,13.97,45.01,1017.44,89.15,461.96
6071,26.24,51.43,1011.32,59.52,447.91
6072,13.82,41.62,1011.48,77.66,454.88
6073,9.55,39.66,1018.8,74.88,480.74
6074,16.9,54.3,1017.97,60.57,460.57
6075,24.47,58.05,1011.27,71.7,446.93
6076,11.6,40.69,1015.51,86.55,474.99
6077,21.47,65.61,1015.92,76.22,447.42
6078,4.15,39.9,1007.62,95.69,489.8
6079,26.45,71.37,1008.0,77.06,438.36
6080,33.6,77.17,1009.01,47.53,430.32
6081,16.2,38.73,1002.14,75.03,467.89
6082,23.73,63.94,1010.7,87.1,441.78
6083,27.45,66.25,1009.3,77.58,437.37
6084,33.42,68.51,1011.91,45.83,427.66
6085,28.91,70.72,1009.7,67.5,439.94
6086,26.51,67.25,1017.85,64.17,435.52
6087,5.66,40.0,1022.08,93.03,475.54
6088,17.99,50.59,1015.9,77.28,462.2
6089,10.77,41.46,1021.42,87.18,479.22
6090,10.03,41.79,1020.35,66.42,475.42
6091,8.69,40.81,1026.19,86.25,484.55
6092,17.67,43.96,1011.68,82.13,466.31
6093,9.98,41.01,1017.83,98.07,466.05
6094,31.87,70.94,1006.94,50.78,429.41
6095,15.74,43.34,1013.38,81.45,463.24
6096,22.49,62.96,1020.21,78.99,447.48
6097,32.21,70.94,1006.76,47.56,430.06
6098,25.4,69.59,1008.58,82.22,432.58
6099,10.87,42.02,1002.08,95.22,472.63
6100,23.55,51.95,1006.0,76.46,449.54
6101,27.29,67.32,1013.92,33.41,437.26
6102,19.36,68.61,1010.85,94.87,454.5
6103,10.2,41.01,1021.39,96.64,468.27
6104,11.03,44.78,1013.16,83.85,470.17
6105,8.97,44.03,1013.16,80.39,474.61
6106,8.48,36.18,1013.31,75.15,480.63
6107,26.56,56.57,1013.73,63.9,442.74
6108,30.65,71.06,1008.61,76.76,432.08
6109,6.44,39.33,1011.8,93.5,490.57
6110,21.6,43.43,1010.28,61.87,446.4
6111,19.46,42.04,1011.3,60.45,466.24
6112,12.19,40.05,1014.65,85.1,472.68
6113,23.92,63.21,1012.52,86.51,445.26
6114,27.11,66.49,1013.71,39.28,435.79
6115,23.73,61.02,1009.71,78.7,442.22
6116,28.36,60.23,1010.05,53.03,441.08
6117,24.38,60.84,1017.85,62.23,440.85
6118,23.07,57.17,1009.84,76.8,444.08
6119,15.07,50.88,1014.33,100.12,464.37
6120,29.58,66.51,1015.57,32.95,435.47
6121,25.39,70.36,1006.76,73.62,436.5
6122,14.79,47.83,1007.27,92.04,463.22
6123,10.61,40.77,1022.09,83.62,471.26
6124,19.12,44.85,1014.66,43.66,463.71
6125,20.23,69.45,1013.0,89.79,445.82
6126,29.03,43.21,1011.83,65.23,434.11
6127,15.72,43.02,1011.98,45.74,466.33
6128,20.72,68.61,1011.25,87.1,447.89
6129,17.54,58.49,1012.35,91.56,453.02
6130,27.71,72.99,1007.18,72.68,433.01
6131,6.4,41.17,1019.54,85.37,488.82
6132,24.49,65.06,1014.07,63.32,441.4
6133,15.98,44.68,1018.48,85.94,462.77
6134,28.85,71.32,1009.09,76.9,435.13
6135,21.23,57.32,1010.99,75.17,443.87
6136,27.78,73.56,1007.05,95.32,436.5
6137,25.27,69.89,1015.21,79.33,436.33
6138,30.46,66.75,1017.81,54.48,432.45
6139,26.13,47.93,1002.81,66.19,441.28
6140,25.95,59.14,1016.42,67.03,438.46
6141,13.66,40.55,1005.46,96.02,467.7
6142,17.79,45.01,1015.71,67.13,454.4
6143,20.1,59.87,1018.97,87.23,444.71
6144,23.21,62.44,1011.78,76.66,442.47
6145,29.23,66.51,1011.11,53.12,439.61
6146,20.16,60.1,1011.24,86.23,453.36
6147,24.21,71.77,1004.52,84.96,433.42
6148,26.13,57.32,1012.27,45.78,441.6
6149,19.07,49.69,1007.22,76.79,453.09
6150,9.68,41.06,1022.75,87.44,476.67
6151,16.18,43.99,1021.97,80.96,460.81
6152,11.57,39.72,1002.26,78.69,474.72
6153,23.24,68.31,1009.71,80.8,440.78
6154,5.02,40.64,1021.2,93.27,485.28
6155,22.27,50.05,1007.1,89.34,442.24
6156,34.51,73.03,1013.73,39.42,439.8
6157,2.71,39.42,1026.66,81.11,489.3
6158,12.93,36.71,1013.22,83.44,472.42
6159,28.75,57.55,1004.77,57.55,435.33
6160,10.03,42.02,998.6,99.9,471.07
6161,13.33,39.39,1013.93,84.74,471.23
6162,23.29,49.3,1003.88,74.12,442.11
6163,9.43,41.4,1028.81,85.83,475.8
6164,24.97,59.87,1018.7,59.94,443.7
6165,8.95,38.56,1017.85,64.34,475.43
6166,10.59,37.5,1013.14,81.56,471.38
6167,29.33,64.84,1010.76,53.32,443.15
6168,11.42,41.54,1020.21,71.57,477.5
6169,27.66,69.75,1009.71,84.27,439.18
6170,13.45,45.87,1008.73,87.06,464.88
6171,27.76,65.59,1010.8,67.29,439.03
6172,23.96,58.33,1013.37,59.97,446.01
6173,13.04,45.09,1013.0,87.68,467.44
6174,8.91,40.69,1015.11,89.65,481.59
6175,24.22,49.82,1014.61,66.82,452.2
6176,29.71,71.85,1008.81,70.86,428.49
6177,21.96,69.94,1011.09,80.27,441.15
6178,26.85,66.86,1006.78,69.4,438.26
6179,22.91,68.63,1014.92,55.82,448.01
6180,28.37,63.31,1013.18,49.02,437.64
6181,9.04,40.11,1023.3,76.32,473.57
6182,28.23,62.26,1010.88,60.86,435.76
6183,28.84,74.9,1004.38,66.86,436.42
6184,31.25,73.5,1010.81,45.2,432.25
6185,13.04,40.69,1015.96,82.37,473.49
6186,17.48,52.9,1020.03,76.47,458.34
6187,26.78,73.06,1007.99,90.47,433.25
6188,20.51,68.08,1012.73,78.05,445.96
6189,19.8,67.71,1005.58,69.65,446.03
6190,14.39,42.77,1017.36,83.28,463.65
6191,26.35,59.87,1013.24,73.63,447.26
6192,7.87,43.02,1014.67,83.58,485.61
6193,27.56,65.59,1010.88,66.47,439.64
6194,33.76,68.51,1011.33,38.35,429.83
6195,23.74,62.96,1019.65,63.39,449.48
6196,16.68,53.16,1014.32,78.02,456.29
6197,13.58,39.28,1016.17,79.17,472.17
6198,21.99,42.48,1011.77,74.04,456.65
6199,23.68,59.27,1010.75,83.82,440.44
6200,16.73,54.3,1017.96,59.44,460.54
6201,11.12,44.92,1025.58,93.52,470.82
6202,10.45,39.61,1020.23,73.39,477.41
6203,6.38,40.07,1018.53,60.2,492.96
6204,5.19,40.78,1025.24,95.07,482.46
6205,14.66,47.83,1006.15,91.98,461.46
6206,23.49,49.3,1003.35,77.96,442.76
6207,24.31,65.34,1013.82,63.85,449.88
6208,16.57,41.79,1005.82,72.25,452.84
6209,14.43,44.84,1024.34,84.0,467.45
6210,15.34,71.14,1019.79,77.56,457.1
6211,9.75,52.72,1026.03,78.53,473.41
6212,26.05,58.59,1012.32,49.83,452.41
6213,10.5,40.8,1024.06,76.05,482.85
6214,9.87,42.74,1024.61,87.74,470.9
6215,24.31,65.94,1011.5,61.61,442.69
6216,24.67,58.05,1011.31,69.95,444.57
6217,24.18,66.48,1004.0,64.86,434.5
6218,27.53,67.83,1009.4,53.73,429.05
6219,15.21,52.75,1024.32,61.11,458.84
6220,31.16,64.96,1001.71,44.85,425.82
6221,20.15,65.59,1014.62,79.39,449.84
6222,17.51,58.86,1016.78,83.63,453.2
6223,25.56,60.32,1016.28,59.84,445.01
6224,8.51,40.81,1015.54,83.16,481.02
6225,8.96,40.05,1015.91,89.4,467.24
6226,27.14,71.32,1007.8,87.99,431.96
6227,29.23,75.6,1017.72,52.26,438.92
6228,28.97,64.44,1014.55,54.67,438.08
6229,5.21,41.31,1003.51,91.23,486.46
6230,13.69,40.1,1014.38,83.57,470.76
6231,18.34,45.64,1019.05,82.53,460.58
6232,24.01,42.48,1011.39,55.1,453.12
6233,25.54,69.13,1001.64,90.98,428.74
6234,25.5,63.56,1013.85,64.69,442.28
6235,29.07,72.51,1009.24,58.38,439.8
6236,14.38,40.71,1023.46,66.12,473.41
6237,25.89,66.49,1013.08,63.16,434.67
6238,22.66,63.73,1013.24,83.95,444.41
6239,17.29,52.72,1024.71,62.32,467.23
6240,13.43,50.59,1020.38,86.3,469.33
6241,13.94,44.84,1023.69,95.3,468.06
6242,24.31,66.49,1011.38,54.35,440.79
6243,28.45,52.84,1006.18,43.16,439.86
6244,11.67,37.73,1021.2,68.88,473.54
6245,26.09,49.3,1003.79,66.19,439.82
6246,27.66,59.21,1013.12,51.58,438.57
6247,8.01,40.46,1019.42,76.15,475.42
6248,24.22,56.89,1013.81,70.02,440.79
6249,14.77,58.2,1018.78,83.83,460.54
6250,22.73,43.79,1015.61,42.66,460.2
6251,8.95,43.13,1017.56,94.85,479.14
6252,16.8,56.03,1020.65,85.26,461.96
6253,21.8,51.3,1012.07,89.51,450.25
6254,25.28,49.5,1013.95,52.79,454.01
6255,23.19,67.07,1005.67,65.19,442.45
6256,19.27,50.12,1007.61,100.11,447.63
6257,25.87,44.57,1007.43,55.92,445.79
6258,14.27,44.34,1018.95,71.44,470.98
6259,15.66,41.7,1018.0,77.0,452.58
6260,30.16,73.17,1010.74,58.99,434.43
6261,13.42,40.35,1011.2,77.0,472.57
6262,22.49,61.47,1009.14,90.23,437.01
6263,27.2,59.74,1011.99,56.74,440.13
6264,27.08,62.91,1011.9,62.58,442.91
6265,23.5,50.78,1008.7,57.7,445.09
6266,12.88,38.53,1010.95,87.16,466.92
6267,30.05,69.34,1008.26,61.5,436.82
6268,24.76,63.07,1012.73,70.39,443.04
6269,21.51,65.48,1017.11,72.99,448.65
6270,25.05,58.59,1013.37,66.14,442.93
6271,30.81,71.97,1008.36,75.0,430.53
6272,7.57,37.49,1009.73,83.07,481.98
6273,25.23,58.82,1010.9,70.47,442.64
6274,10.93,39.16,1016.54,90.56,479.83
6275,25.08,58.49,1011.1,64.47,446.9
6276,13.44,41.14,1026.41,77.26,461.44
6277,16.05,41.96,1011.82,96.05,463.72
6278,18.49,41.1,1001.9,59.99,460.76
6279,20.85,56.89,1013.15,68.22,450.07
6280,15.72,56.89,1013.35,85.06,456.33
6281,12.93,38.73,1006.41,89.24,471.3
6282,10.15,39.22,1020.09,68.75,474.87
6283,26.12,68.94,1007.12,67.08,434.11
6284,15.97,45.01,1016.58,83.24,456.91
6285,25.6,71.73,1010.15,68.99,436.7
6286,27.77,63.87,1017.97,38.77,444.06
6287,15.63,40.56,1018.68,59.44,472.15
6288,9.44,44.03,1009.59,86.27,473.61
6289,30.63,53.3,1004.91,53.3,430.27
6290,17.68,39.08,1002.77,74.24,454.18
6291,23.16,57.76,1017.74,63.79,451.79
6292,27.52,69.68,1011.67,56.94,444.83
6293,7.97,39.04,1018.51,65.17,483.3
6294,17.62,43.52,1021.01,71.52,457.45
6295,25.8,44.57,1008.0,52.56,450.48
6296,22.33,70.79,1006.02,93.35,436.74
6297,28.94,68.67,1005.39,75.24,434.65
6298,26.72,67.79,1010.35,63.31,444.68
6299,27.58,66.48,1004.82,51.23,435.34
6300,26.94,73.21,1002.83,91.25,431.19
6301,17.74,49.78,1004.9,100.09,450.44
6302,11.91,40.69,1014.41,83.71,476.71
6303,7.46,39.81,1018.62,86.73,484.13
6304,18.34,50.59,1018.42,83.95,457.17
6305,25.18,69.23,1013.26,57.45,438.72
6306,25.71,71.64,1008.85,77.31,438.16
6307,24.48,66.25,1009.42,88.17,441.07
6308,8.87,41.16,1023.17,94.13,472.45
6309,23.51,70.04,1011.02,81.39,435.78
6310,13.3,37.9,997.41,91.51,465.61
6311,11.69,39.22,1017.05,55.51,472.76
6312,25.06,78.92,1010.74,90.7,434.55
6313,20.6,59.15,1013.32,91.07,443.76
6314,25.79,59.43,1008.61,64.3,435.51
6315,10.29,40.56,1017.28,69.13,481.7
6316,26.06,58.59,1012.41,55.22,451.47
6317,25.8,71.58,1010.08,85.14,435.2
6318,31.14,67.32,1013.93,38.37,436.64
6319,22.01,49.39,1019.6,75.8,451.84
6320,26.05,65.38,1009.43,52.1,449.82
6321,17.82,56.89,1014.24,77.73,453.83
6322,20.76,69.05,1001.89,77.86,442.82
6323,11.64,40.22,1010.58,80.84,477.52
6324,16.33,42.44,1013.98,84.9,462.44
6325,10.23,42.32,1017.53,89.93,473.59
6326,23.35,47.01,1015.03,73.9,456.3
6327,7.7,40.35,1011.72,92.88,484.57
6328,22.06,59.39,1015.26,85.04,441.31
6329,17.14,40.55,1000.05,71.41,461.21
6330,27.75,66.51,1015.42,39.0,433.08
6331,14.58,42.99,1007.55,93.56,468.43
6332,10.86,37.5,1013.36,75.56,473.75
6333,7.87,42.85,1012.18,94.21,480.54
6334,30.96,64.44,1013.63,49.64,437.61
6335,19.55,42.04,1009.99,67.87,466.4
6336,20.26,51.19,1008.9,93.47,448.1
6337,11.61,40.81,1025.68,72.08,473.08
6338,21.92,64.63,1020.42,65.22,452.49
6339,14.22,45.01,1014.17,70.14,464.06
6340,29.77,69.98,1013.32,69.6,430.65
6341,25.96,63.77,1013.24,65.43,445.26
6342,27.78,77.17,1009.11,86.54,430.33
6343,22.49,56.9,1007.65,63.34,449.64
6344,30.34,75.08,1005.32,52.97,437.26
6345,23.78,49.3,1003.3,76.56,439.83
6346,9.06,40.02,1031.16,82.04,478.01
6347,27.51,49.3,1003.74,61.27,437.09
6348,30.76,59.57,1010.66,61.76,439.32
6349,13.86,37.85,1011.4,89.7,469.94
6350,30.98,67.48,1009.96,58.92,439.39
6351,31.01,69.04,1009.14,52.81,442.07
6352,16.58,45.87,1009.66,97.59,457.8
6353,26.01,61.47,1009.54,75.01,435.78
6354,32.42,65.74,1010.97,52.73,439.01
6355,27.96,49.16,1004.8,35.64,442.49
6356,22.73,63.73,1009.12,94.8,441.75
6357,15.65,39.59,1012.8,87.63,461.94
6358,18.22,49.25,1020.33,61.87,454.66
6359,23.05,62.52,1016.5,65.65,449.98
6360,22.95,70.98,1005.36,93.76,438.83
6361,24.34,59.54,1004.01,87.07,440.63
6362,17.44,44.88,1018.05,68.35,465.72
6363,22.69,59.44,1012.97,83.47,446.43
6364,21.31,50.78,1008.68,85.28,445.17
6365,26.46,61.41,1012.41,56.58,448.83
6366,26.06,65.34,1014.07,57.63,444.55
6367,12.24,40.66,1017.4,96.22,464.7
6368,3.95,35.47,1017.36,84.88,488.64
6369,31.74,67.32,1013.69,36.59,436.17
6370,27.01,43.21,1011.71,77.84,434.09
6371,28.73,68.3,1016.53,55.73,434.15
6372,24.34,50.16,1004.78,74.0,445.33
6373,13.0,39.85,1012.57,61.56,477.71
6374,18.62,65.48,1018.45,73.39,451.94
6375,31.16,67.45,1014.69,32.25,428.35
6376,21.75,60.27,1018.55,87.81,444.19
6377,28.71,70.32,1011.78,76.53,435.95
6378,23.7,70.04,1011.13,84.16,436.28
6379,14.41,42.77,1019.84,82.54,465.89
6380,23.83,64.15,1020.93,63.86,447.95
6381,29.3,73.67,1005.64,65.31,431.07
6382,23.38,48.78,1019.03,78.69,446.18
6383,19.95,50.66,1013.21,81.98,458.72
6384,9.68,40.22,1007.6,89.97,479.56
6385,30.27,70.32,1007.93,51.61,430.22
6386,25.82,66.49,1013.2,60.32,434.35
6387,24.54,57.85,1013.02,65.61,444.93
6388,19.82,46.63,1013.17,87.1,456.36
6389,24.9,71.77,1006.24,85.25,427.77
6390,18.83,58.46,1016.85,87.16,449.63
6391,22.99,62.96,1019.6,65.05,449.4
6392,14.28,37.2,1013.96,82.71,467.44
6393,24.2,60.77,1016.92,71.65,439.13
6394,22.91,61.86,1012.8,92.69,441.24
6395,14.16,44.58,1020.75,77.42,473.22
6396,21.46,50.59,1016.75,67.14,453.67
6397,25.95,65.61,1014.36,52.54,443.88
6398,10.36,43.67,1012.16,77.04,478.27
6399,27.0,73.42,1012.2,87.28,432.79
6400,8.14,39.96,1023.41,88.86,477.05
6401,20.86,67.25,1017.45,81.45,444.5
6402,25.82,57.19,1007.99,62.95,440.8
6403,27.25,69.98,1008.55,59.55,431.44
6404,10.11,42.49,1010.22,82.11,483.56
6405,23.99,58.62,1016.91,66.36,449.4
6406,21.55,44.58,1017.2,46.64,464.44
6407,13.18,40.73,1017.62,94.4,465.96
6408,9.26,44.68,1023.22,91.44,478.82
6409,26.3,59.07,1007.84,78.32,441.94
6410,10.18,43.5,1022.84,88.7,476.91
6411,22.84,71.25,1001.9,96.45,433.85
6412,20.36,60.1,1011.21,84.79,454.25
6413,10.33,40.0,1021.35,90.84,479.32
6414,20.46,66.05,1014.93,78.51,454.06
6415,26.0,69.89,1015.12,73.06,433.5
6416,13.16,40.71,1021.99,77.91,475.87
6417,21.39,52.3,1009.52,88.67,447.77
6418,14.82,44.2,1018.98,72.8,465.73
6419,14.38,40.73,1017.48,90.64,462.98
6420,9.27,38.56,1017.69,62.49,475.42
6421,26.58,62.39,1006.36,68.98,438.66
6422,13.85,48.06,1011.13,75.2,462.39
6423,24.58,56.9,1007.08,68.24,437.16
6424,20.57,60.1,1011.16,83.45,451.88
6425,18.26,60.95,1016.94,78.91,457.03
6426,20.45,48.41,1010.81,86.7,444.69
6427,22.25,51.86,1013.08,83.64,451.04
6428,19.82,57.85,1011.58,97.23,447.36
6429,19.93,62.1,1019.94,76.41,450.57
6430,28.97,73.5,1010.47,48.24,435.22
6431,23.53,72.24,1010.84,94.33,436.69
6432,4.47,35.19,1018.78,92.68,487.43
6433,16.27,58.2,1018.47,80.03,453.66
6434,22.32,69.48,1011.1,77.86,439.49
6435,35.77,73.56,1006.36,36.31,430.14
6436,14.42,48.92,1011.76,76.03,461.14
6437,31.2,68.24,1005.71,34.84,428.67
6438,29.16,55.68,1004.84,55.68,435.04
6439,19.34,64.79,1018.03,84.77,454.59
6440,25.31,65.48,1018.31,55.57,439.72
6441,11.66,44.6,1018.39,89.98,471.3
6442,17.16,58.86,1016.4,86.39,453.76
6443,22.11,59.44,1012.82,84.67,448.15
6444,23.35,59.92,1009.86,88.6,439.82
6445,17.67,43.7,1015.26,58.76,465.06
6446,24.11,68.3,1017.33,79.16,432.62
6447,9.03,37.14,1012.79,76.27,478.95
6448,20.2,50.9,1011.72,77.63,454.09
6449,10.95,39.22,1015.69,62.3,474.07
6450,6.92,39.61,1018.64,82.27,483.83
6451,23.36,56.89,1014.23,78.34,440.51
6452,16.63,39.16,1005.85,72.02,460.29
6453,15.36,40.89,1007.59,86.08,464.12
6454,9.15,39.61,1018.69,84.47,475.64
6455,28.61,68.12,1011.71,47.57,432.94
6456,12.45,40.1,1015.4,82.61,473.63
6457,29.25,69.98,1010.74,57.42,430.45
6458,25.24,63.47,1011.3,66.21,442.75
6459,11.98,44.6,1018.59,86.71,470.02
6460,12.62,34.03,1019.06,74.78,471.55
6461,24.14,69.23,1012.4,73.26,433.92
6462,24.3,69.23,1013.17,59.91,440.56
6463,22.49,62.52,1016.57,63.69,451.87
6464,28.77,75.23,1010.01,59.0,437.93
6465,7.21,42.03,1017.81,90.12,482.26
6466,24.13,48.98,1014.74,40.13,460.38
6467,28.14,65.34,1014.44,46.17,443.11
6468,28.04,69.14,1007.16,80.38,436.37
6469,21.18,70.02,1010.27,96.46,442.51
6470,6.84,39.4,1011.9,93.75,484.09
6471,26.92,64.69,1006.66,76.14,437.62
6472,33.83,67.9,1005.94,29.86,428.12
6473,11.81,40.75,1016.13,84.14,477.22
6474,10.28,41.46,1018.44,85.23,479.66
6475,6.72,38.91,1016.89,90.47,485.89
6476,10.02,38.18,1017.43,68.4,476.83
6477,8.64,39.69,1001.57,98.27,473.55
6478,20.45,58.96,1014.53,65.36,454.26
6479,20.01,45.09,1014.21,38.19,453.96
6480,31.61,69.04,1008.11,47.96,439.19
6481,14.69,53.82,1016.54,63.49,463.52
6482,26.89,49.16,1003.84,41.22,442.39
6483,24.41,73.67,1007.39,86.92,435.56
6484,16.36,53.82,1015.05,71.95,461.62
6485,14.08,41.93,1023.02,59.41,475.15
6486,17.32,44.34,1019.52,56.24,468.8
6487,10.38,40.71,1025.27,80.87,481.3
6488,11.6,40.27,1008.55,72.12,473.89
6489,19.54,54.9,1017.15,70.37,455.86
6490,17.5,42.23,1013.37,86.87,462.57
6491,6.04,41.14,1027.8,86.4,480.39
6492,7.28,39.81,1017.61,87.56,483.0
6493,23.45,69.05,1003.03,66.41,440.24
6494,16.75,36.99,1006.42,87.18,464.18
6495,24.01,60.84,1018.83,63.82,436.32
6496,26.67,70.94,1007.7,56.56,439.13
6497,11.57,44.63,1020.7,91.11,469.64
